Math_Interest,Physics_Interest,Chemistry_Interest,Biology_Interest,English_Interest,GPA,Coding_Skill,Problem_Solving,Data_Analysis,Web_Development,AI_Interest,Communication,Leadership,Teamwork,Public_Speaking,Creativity,Analytical_Thinking,Attention_To_Detail,Stress_Handling,Research_Interest,Social_Service_Interest,Cybersecurity_Interest,Blockchain_Interest,Cloud_Computing,DevOps_Interest,Mobile_Development,UI_UX_Design,Product_Management,Digital_Marketing,Testing_QA,Database_Management,Recommended_Career
5.0,4.0,5.0,6.0,2.0,8.0,5.0,2.0,5.440971021210971,2.0,2.0,6.550563398349093,5.0,2.0,6.0,7.692621019511909,5.0,2.0,4.0,6.0,3.0,4.0,4.0,5.0,6.0,2.0,2.0,2.0,10.0,3.0,6.0,Digital Marketing Specialist
4.0,3.0,2.0,5.0,3.0,9.2,3.0,6.0,4.551170227285549,5.0,5.0,8.472213862833385,5.0,6.0,5.0,8.982025739400893,2.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,6.0,4.0,6.0,8.813487263080242,3.0,2.0,Digital Marketing Specialist
4.0,3.0,6.0,6.0,6.0,6.3,3.0,6.0,6.805123521410348,5.0,4.0,8.303982950552106,3.0,3.0,5.0,6.798899903155908,5.0,6.0,2.0,6.0,2.0,2.0,6.0,3.0,5.0,2.0,2.0,3.0,10.0,3.0,3.0,Digital Marketing Specialist
6.0,4.0,4.0,5.0,3.0,7.3,5.0,6.0,7.160657327911268,2.0,2.0,7.9126023077044945,6.0,5.0,3.0,8.080513457918205,2.0,4.0,6.0,5.0,2.0,3.0,2.0,4.0,3.0,6.0,3.0,2.0,9.11615817823297,5.0,5.0,Digital Marketing Specialist
3.0,5.0,3.0,5.0,2.0,7.9,4.0,4.0,5.576460194819248,6.0,2.0,8.72445447766545,3.0,5.0,5.0,7.733020318865694,4.0,2.0,6.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,10.0,4.0,3.0,Digital Marketing Specialist
4.0,4.0,6.0,3.0,3.0,7.0,5.0,5.0,6.859986448047536,3.0,5.0,6.996385807150156,6.0,5.0,4.0,7.37553270566039,5.0,5.0,6.0,5.0,5.0,2.0,2.0,5.0,2.0,6.0,6.0,4.0,10.0,4.0,6.0,Digital Marketing Specialist
3.0,2.0,5.0,5.0,3.0,7.3,6.0,3.0,5.97830887350686,3.0,4.0,7.802464860849544,5.0,2.0,5.0,8.508617789928117,2.0,5.0,3.0,6.0,6.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0,8.997256310823948,3.0,3.0,Digital Marketing Specialist
6.0,4.0,4.0,5.0,2.0,7.2,2.0,4.0,6.923889105332039,5.0,6.0,7.100995923586703,5.0,6.0,5.0,7.971108594345377,2.0,5.0,6.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,10.0,5.0,3.0,Digital Marketing Specialist
2.0,4.0,6.0,3.0,2.0,7.0,4.0,5.0,5.090288394965903,5.0,3.0,7.19180621266524,6.0,4.0,3.0,8.999043447506773,5.0,3.0,6.0,4.0,3.0,4.0,2.0,6.0,3.0,4.0,2.0,6.0,9.833789149820044,5.0,3.0,Digital Marketing Specialist
4.0,6.0,5.0,4.0,6.0,7.5,3.0,2.0,7.515161723795925,6.0,6.0,8.957272165279763,6.0,5.0,5.0,8.193925456528024,3.0,5.0,6.0,6.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,9.665105877908067,3.0,4.0,Digital Marketing Specialist
6.0,2.0,2.0,4.0,4.0,7.4,5.0,6.0,6.0824626474625525,3.0,2.0,7.224736869867789,6.0,5.0,5.0,9.558477804890321,4.0,5.0,6.0,4.0,2.0,6.0,6.0,2.0,3.0,6.0,6.0,6.0,10.0,2.0,2.0,Digital Marketing Specialist
4.0,5.0,2.0,5.0,4.0,7.9,6.0,4.0,5.667774183078926,4.0,5.0,6.9307708275207816,2.0,2.0,5.0,7.446767515625898,4.0,5.0,4.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,10.0,6.0,2.0,Digital Marketing Specialist
5.0,3.0,5.0,2.0,2.0,9.4,2.0,6.0,6.510676142657253,4.0,6.0,5.698934034303275,5.0,5.0,5.0,8.690743019871174,3.0,2.0,3.0,3.0,5.0,6.0,4.0,2.0,5.0,4.0,5.0,3.0,10.0,5.0,5.0,Digital Marketing Specialist
3.0,4.0,5.0,4.0,4.0,6.7,2.0,6.0,6.302199388867103,4.0,4.0,7.201825874245746,4.0,3.0,5.0,8.65302008618617,5.0,4.0,3.0,6.0,3.0,5.0,3.0,3.0,4.0,6.0,3.0,2.0,9.475017961083712,4.0,5.0,Digital Marketing Specialist
3.0,3.0,4.0,5.0,3.0,6.2,6.0,3.0,5.54353950640758,2.0,4.0,6.967176302210805,6.0,6.0,6.0,7.352768399607876,5.0,4.0,3.0,4.0,2.0,6.0,2.0,3.0,3.0,4.0,5.0,6.0,9.858731513036508,3.0,2.0,Digital Marketing Specialist
4.0,2.0,5.0,2.0,4.0,6.3,4.0,6.0,4.61681719534207,5.0,6.0,7.262488020587195,3.0,3.0,2.0,9.034121753963833,2.0,6.0,6.0,4.0,6.0,3.0,4.0,6.0,2.0,2.0,4.0,3.0,10.0,5.0,3.0,Digital Marketing Specialist
4.0,6.0,4.0,4.0,6.0,7.4,6.0,6.0,3.8326337545856237,4.0,3.0,7.210462539076048,5.0,3.0,2.0,7.02806216985715,4.0,4.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,3.0,5.0,6.0,10.0,4.0,5.0,Digital Marketing Specialist
3.0,6.0,2.0,4.0,2.0,6.5,2.0,2.0,6.716373586152787,5.0,5.0,7.908538844384678,2.0,3.0,3.0,7.140040659626045,5.0,2.0,2.0,3.0,3.0,4.0,6.0,2.0,4.0,4.0,5.0,4.0,10.0,3.0,6.0,Digital Marketing Specialist
4.0,2.0,3.0,3.0,5.0,9.4,6.0,4.0,7.095623656004037,4.0,3.0,8.296299526245953,4.0,3.0,3.0,8.71301486107752,2.0,2.0,3.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,10.0,3.0,3.0,Digital Marketing Specialist
2.0,3.0,4.0,3.0,2.0,6.2,5.0,5.0,6.656340263828958,6.0,4.0,9.945139246737376,5.0,3.0,4.0,8.461069027555556,4.0,5.0,3.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,5.0,2.0,9.423320361365754,6.0,3.0,Digital Marketing Specialist
5.0,4.0,2.0,4.0,3.0,6.0,3.0,5.0,5.913762175299707,4.0,5.0,7.088076697742958,6.0,5.0,3.0,8.51372799379501,5.0,4.0,5.0,6.0,3.0,2.0,4.0,4.0,5.0,3.0,6.0,2.0,7.9130750499836005,4.0,5.0,Digital Marketing Specialist
3.0,4.0,4.0,5.0,4.0,7.8,4.0,4.0,5.347006602698712,5.0,6.0,7.043689717321253,2.0,4.0,3.0,10.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,10.0,6.0,4.0,Digital Marketing Specialist
3.0,6.0,3.0,6.0,5.0,6.6,5.0,5.0,5.911286969287965,6.0,5.0,9.093409635125033,3.0,2.0,3.0,8.445398005039696,6.0,4.0,5.0,6.0,6.0,4.0,2.0,5.0,6.0,3.0,2.0,5.0,8.028488084225046,2.0,2.0,Digital Marketing Specialist
4.0,2.0,6.0,3.0,6.0,9.4,3.0,4.0,6.858082738094596,5.0,2.0,6.994641609801309,2.0,2.0,3.0,9.441844030265683,6.0,6.0,6.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,3.0,4.0,10.0,3.0,6.0,Digital Marketing Specialist
4.0,3.0,5.0,4.0,6.0,8.2,4.0,4.0,5.094878807886381,2.0,5.0,6.331377497834783,3.0,4.0,3.0,8.439029276294056,6.0,3.0,3.0,4.0,4.0,5.0,2.0,6.0,5.0,6.0,4.0,4.0,10.0,6.0,2.0,Digital Marketing Specialist
4.0,4.0,3.0,6.0,5.0,7.4,3.0,3.0,6.543463480661375,5.0,6.0,8.499414533251493,2.0,6.0,3.0,7.637991140984886,4.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,6.0,10.0,3.0,2.0,Digital Marketing Specialist
3.0,4.0,4.0,5.0,6.0,8.0,5.0,2.0,5.967728773385057,4.0,4.0,8.069790821100606,2.0,6.0,4.0,9.187964575481166,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,6.0,8.645259714907718,3.0,4.0,Digital Marketing Specialist
5.0,3.0,2.0,3.0,6.0,7.9,3.0,3.0,6.336039530980027,4.0,4.0,9.851086664408868,6.0,4.0,5.0,7.8372140785449425,3.0,5.0,6.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,10.0,4.0,6.0,Digital Marketing Specialist
4.0,3.0,4.0,4.0,2.0,8.3,3.0,4.0,6.027197354276313,2.0,4.0,9.81483752029042,4.0,3.0,6.0,7.339481491818384,5.0,2.0,4.0,6.0,5.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,10.0,6.0,6.0,Digital Marketing Specialist
2.0,2.0,3.0,5.0,6.0,7.8,3.0,5.0,6.81891659989459,4.0,3.0,8.501845175215106,3.0,6.0,4.0,8.50437783533592,3.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,9.603184853953817,3.0,4.0,Digital Marketing Specialist
6.0,3.0,4.0,3.0,3.0,6.8,3.0,5.0,6.796526353397678,2.0,3.0,9.003109223655235,6.0,2.0,4.0,7.332754233769007,2.0,2.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,10.0,2.0,2.0,Digital Marketing Specialist
6.0,3.0,2.0,2.0,5.0,8.2,3.0,3.0,6.16725731350097,4.0,5.0,5.737386756274447,5.0,2.0,4.0,6.803774075573395,3.0,4.0,2.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,3.0,6.0,9.063702833422466,6.0,2.0,Digital Marketing Specialist
4.0,4.0,6.0,6.0,4.0,9.1,2.0,2.0,5.499766159753067,3.0,4.0,8.648945570865544,3.0,3.0,2.0,8.029656040708357,4.0,2.0,4.0,2.0,5.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0,9.725196559792067,3.0,6.0,Digital Marketing Specialist
6.0,4.0,3.0,3.0,4.0,6.3,4.0,3.0,5.5066682555756845,3.0,4.0,7.023369134246477,3.0,3.0,3.0,7.952064964039404,5.0,5.0,2.0,2.0,3.0,6.0,2.0,5.0,6.0,3.0,2.0,2.0,10.0,6.0,5.0,Digital Marketing Specialist
2.0,2.0,4.0,3.0,6.0,8.8,2.0,6.0,7.73829535180845,3.0,5.0,8.007376011584906,2.0,2.0,5.0,8.052223438397268,3.0,3.0,6.0,6.0,6.0,2.0,3.0,6.0,4.0,2.0,3.0,6.0,9.911159763452646,4.0,2.0,Digital Marketing Specialist
2.0,5.0,6.0,4.0,3.0,6.8,4.0,3.0,6.825350359901293,5.0,3.0,7.675845189012353,4.0,3.0,3.0,7.872249177346118,5.0,4.0,3.0,2.0,2.0,5.0,6.0,3.0,6.0,5.0,3.0,4.0,8.124230736592084,3.0,5.0,Digital Marketing Specialist
5.0,2.0,3.0,3.0,2.0,9.5,6.0,2.0,6.186704629813847,6.0,6.0,7.4737692061377805,4.0,3.0,6.0,8.880646851249976,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,9.864938296865663,2.0,2.0,Digital Marketing Specialist
5.0,6.0,6.0,3.0,2.0,6.0,2.0,2.0,6.240844510993315,4.0,5.0,8.722970308569403,6.0,6.0,2.0,8.864109752912857,5.0,2.0,3.0,4.0,3.0,2.0,6.0,4.0,4.0,5.0,5.0,4.0,9.849245627124745,3.0,6.0,Digital Marketing Specialist
4.0,2.0,2.0,6.0,4.0,6.2,2.0,5.0,5.4966230808003225,3.0,5.0,6.909357025740656,4.0,4.0,3.0,8.873856790516456,5.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,9.358499354471407,2.0,6.0,Digital Marketing Specialist
5.0,2.0,4.0,2.0,3.0,9.0,4.0,6.0,4.976207303758302,6.0,5.0,9.393610683992426,2.0,2.0,4.0,8.10120888768254,4.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,6.0,3.0,10.0,2.0,3.0,Digital Marketing Specialist
3.0,5.0,2.0,4.0,5.0,8.9,5.0,4.0,8.258695753087412,3.0,4.0,9.92053206722485,4.0,5.0,6.0,7.651550447768059,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,6.0,4.0,3.0,9.727633656773577,2.0,3.0,Digital Marketing Specialist
5.0,4.0,4.0,5.0,4.0,7.1,4.0,3.0,5.6958160174079415,6.0,6.0,8.874408911351857,3.0,5.0,2.0,8.893047698082757,4.0,2.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,10.0,3.0,3.0,Digital Marketing Specialist
3.0,3.0,4.0,5.0,2.0,7.2,3.0,2.0,5.0751455610903795,4.0,4.0,8.342289553948644,4.0,3.0,6.0,7.299846473914747,6.0,4.0,6.0,4.0,2.0,5.0,4.0,6.0,3.0,2.0,2.0,5.0,10.0,5.0,2.0,Digital Marketing Specialist
2.0,4.0,6.0,2.0,6.0,8.4,4.0,5.0,6.276500068238697,6.0,6.0,7.3916358242671,4.0,4.0,4.0,7.5303626356846705,5.0,4.0,6.0,5.0,5.0,5.0,2.0,6.0,5.0,2.0,3.0,3.0,9.609028399196506,5.0,4.0,Digital Marketing Specialist
2.0,6.0,4.0,4.0,4.0,9.4,5.0,2.0,5.3207435719666245,6.0,2.0,7.796546765396892,4.0,2.0,4.0,7.903657388809061,3.0,5.0,2.0,2.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,6.0,10.0,2.0,4.0,Digital Marketing Specialist
6.0,6.0,3.0,5.0,5.0,7.6,4.0,2.0,6.54466106523349,5.0,4.0,7.0279072535966325,6.0,2.0,2.0,7.662749043890474,6.0,6.0,4.0,6.0,6.0,4.0,2.0,6.0,5.0,2.0,6.0,3.0,10.0,3.0,2.0,Digital Marketing Specialist
3.0,5.0,2.0,2.0,3.0,6.8,3.0,3.0,6.883378692000763,2.0,5.0,7.5511298106957225,6.0,2.0,6.0,8.179291674146569,2.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,6.0,4.0,8.908118916240303,4.0,3.0,Digital Marketing Specialist
5.0,3.0,3.0,5.0,2.0,6.2,2.0,6.0,6.023954503202435,3.0,4.0,6.416342278962715,4.0,4.0,3.0,9.030132456654744,2.0,5.0,5.0,2.0,5.0,5.0,6.0,6.0,2.0,2.0,2.0,4.0,9.365781566438434,5.0,3.0,Digital Marketing Specialist
2.0,5.0,2.0,3.0,6.0,6.6,4.0,5.0,6.801466425414534,5.0,4.0,8.562570431927742,2.0,6.0,4.0,7.434516480464845,2.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,2.0,3.0,4.0,5.0,8.984508219481775,3.0,6.0,Digital Marketing Specialist
5.0,6.0,2.0,5.0,3.0,8.9,2.0,5.0,6.573805204895621,3.0,6.0,7.781121550923514,4.0,3.0,2.0,8.372503638617864,5.0,3.0,2.0,4.0,3.0,6.0,3.0,3.0,2.0,2.0,4.0,3.0,9.44673076609876,6.0,4.0,Digital Marketing Specialist
2.0,6.0,3.0,3.0,5.0,9.2,7.251847596994889,8.125234371163508,2.0,6.0,2.0,6.0,6.0,5.0,5.0,6.0,6.0,9.965997231882817,2.0,5.0,3.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,10.0,6.0,QA Automation Engineer
2.0,6.0,4.0,4.0,4.0,8.0,6.266944154574787,5.918552641321208,4.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,3.0,9.941037736324875,6.0,6.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,10.0,6.0,QA Automation Engineer
4.0,4.0,6.0,3.0,3.0,8.9,6.1134717034846275,6.72385194123164,2.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,10.0,6.0,4.0,4.0,6.0,2.0,6.0,4.0,3.0,5.0,6.0,6.0,9.022357872964578,4.0,QA Automation Engineer
2.0,2.0,5.0,5.0,6.0,7.4,6.724694659088823,4.891469538736276,6.0,2.0,5.0,3.0,5.0,4.0,6.0,2.0,2.0,9.964117978706454,3.0,2.0,6.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,10.0,4.0,QA Automation Engineer
6.0,6.0,3.0,5.0,6.0,9.2,6.055317300178983,7.346194952339576,2.0,4.0,2.0,3.0,2.0,5.0,6.0,3.0,2.0,9.731183328517007,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,10.0,3.0,QA Automation Engineer
5.0,6.0,6.0,6.0,6.0,8.7,6.554293243168521,5.770378487120532,2.0,3.0,6.0,6.0,3.0,4.0,4.0,3.0,3.0,9.093036810610972,5.0,6.0,6.0,2.0,5.0,5.0,2.0,6.0,4.0,5.0,5.0,10.0,3.0,QA Automation Engineer
6.0,3.0,4.0,2.0,3.0,7.7,6.653553118709363,5.864855988036589,4.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,10.0,4.0,5.0,3.0,4.0,3.0,6.0,2.0,3.0,5.0,2.0,4.0,10.0,4.0,QA Automation Engineer
3.0,5.0,5.0,5.0,5.0,6.6,7.432118421218028,9.811436884007344,4.0,3.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,9.405631654927229,4.0,6.0,2.0,4.0,3.0,4.0,5.0,6.0,3.0,5.0,4.0,9.908267581190758,2.0,QA Automation Engineer
4.0,4.0,4.0,5.0,6.0,9.0,7.46404600768316,7.638524035942093,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,10.0,6.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,9.583663310541374,2.0,QA Automation Engineer
5.0,2.0,3.0,6.0,4.0,8.8,5.520988912744895,7.13437852352276,3.0,5.0,3.0,3.0,6.0,4.0,3.0,6.0,5.0,8.245495241445152,3.0,5.0,6.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,6.0,8.968925816962022,6.0,QA Automation Engineer
2.0,6.0,4.0,5.0,3.0,8.4,7.171820195425581,6.572880176437504,4.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,9.16236986031601,5.0,2.0,6.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,6.0,9.360644004454077,3.0,QA Automation Engineer
6.0,2.0,5.0,3.0,2.0,6.3,7.1608011458541,5.860033258765963,4.0,3.0,6.0,5.0,4.0,6.0,5.0,2.0,4.0,8.765021985506584,4.0,2.0,5.0,4.0,3.0,6.0,6.0,4.0,5.0,3.0,5.0,10.0,3.0,QA Automation Engineer
2.0,6.0,6.0,2.0,2.0,9.0,7.438258019764092,6.194445961481409,4.0,3.0,6.0,3.0,2.0,6.0,6.0,6.0,6.0,7.91765764319331,5.0,3.0,4.0,4.0,6.0,4.0,3.0,2.0,4.0,6.0,5.0,10.0,2.0,QA Automation Engineer
4.0,6.0,4.0,3.0,3.0,8.0,5.602651491138621,6.929023265492611,2.0,2.0,3.0,2.0,4.0,4.0,3.0,6.0,3.0,8.6322834367869,2.0,5.0,6.0,6.0,4.0,3.0,3.0,4.0,6.0,3.0,6.0,10.0,2.0,QA Automation Engineer
3.0,4.0,5.0,3.0,6.0,6.3,7.717862154945549,7.187821649119352,5.0,6.0,3.0,4.0,2.0,3.0,2.0,5.0,6.0,8.921315402887315,5.0,4.0,5.0,4.0,6.0,2.0,2.0,3.0,5.0,2.0,2.0,8.087648726553283,4.0,QA Automation Engineer
5.0,3.0,5.0,2.0,2.0,8.9,6.37761877915021,6.545141429540347,2.0,4.0,6.0,6.0,3.0,4.0,2.0,2.0,3.0,8.504485176883554,6.0,2.0,4.0,4.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,10.0,2.0,QA Automation Engineer
2.0,3.0,3.0,4.0,6.0,8.2,6.50796519319194,5.802718858639329,5.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,10.0,2.0,3.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,3.0,10.0,2.0,QA Automation Engineer
6.0,5.0,3.0,3.0,3.0,6.0,6.31567250693408,8.60940966778636,3.0,2.0,2.0,5.0,6.0,2.0,4.0,3.0,3.0,10.0,3.0,3.0,2.0,6.0,6.0,6.0,3.0,2.0,6.0,5.0,3.0,10.0,5.0,QA Automation Engineer
2.0,5.0,4.0,3.0,2.0,6.0,5.595482107428442,5.915986354191563,6.0,6.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,9.84335871793979,2.0,6.0,6.0,3.0,5.0,2.0,6.0,6.0,2.0,3.0,3.0,10.0,3.0,QA Automation Engineer
5.0,5.0,3.0,2.0,4.0,8.5,9.419137523691269,7.402090707210469,5.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,6.0,10.0,2.0,2.0,6.0,5.0,4.0,6.0,2.0,5.0,3.0,3.0,6.0,10.0,6.0,QA Automation Engineer
5.0,3.0,2.0,6.0,4.0,7.6,6.9740923349465165,6.072907169634186,3.0,5.0,6.0,3.0,2.0,2.0,4.0,3.0,6.0,10.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,10.0,5.0,QA Automation Engineer
2.0,6.0,5.0,3.0,6.0,9.3,7.170992999477605,5.429266995727071,2.0,3.0,5.0,3.0,6.0,5.0,3.0,5.0,2.0,7.44412191685878,2.0,2.0,5.0,2.0,5.0,2.0,6.0,6.0,3.0,4.0,5.0,10.0,2.0,QA Automation Engineer
5.0,2.0,4.0,6.0,2.0,7.2,6.566266476413866,8.097806366347926,2.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,6.0,8.945252905182022,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,6.0,4.0,6.0,10.0,5.0,QA Automation Engineer
2.0,6.0,2.0,2.0,6.0,8.6,7.313625007364165,7.181004761167199,2.0,4.0,4.0,2.0,2.0,3.0,2.0,6.0,6.0,8.1623350009564,4.0,3.0,2.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,10.0,5.0,QA Automation Engineer
3.0,2.0,3.0,3.0,6.0,6.1,7.723079003007144,6.823740979382665,5.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,5.0,9.123915180686076,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,2.0,3.0,9.28341677025533,6.0,QA Automation Engineer
5.0,5.0,5.0,4.0,5.0,8.8,7.027550724189489,6.913095903504653,6.0,3.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,8.873696829431172,6.0,6.0,3.0,5.0,3.0,6.0,6.0,4.0,5.0,6.0,2.0,8.996623239820064,5.0,QA Automation Engineer
6.0,6.0,2.0,4.0,5.0,9.3,6.9761639700076525,6.5227971560441205,4.0,2.0,3.0,2.0,5.0,6.0,3.0,5.0,6.0,9.533935140558667,6.0,2.0,5.0,2.0,5.0,2.0,6.0,3.0,3.0,4.0,6.0,9.395967132558319,3.0,QA Automation Engineer
5.0,5.0,6.0,2.0,5.0,8.8,6.30646613112649,9.916202577533427,3.0,3.0,2.0,4.0,6.0,5.0,2.0,4.0,2.0,9.718117794655843,5.0,3.0,5.0,2.0,2.0,5.0,3.0,2.0,5.0,5.0,6.0,10.0,4.0,QA Automation Engineer
5.0,5.0,6.0,3.0,2.0,7.3,5.323313207567592,7.889987914869444,6.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,10.0,6.0,4.0,5.0,6.0,4.0,3.0,6.0,2.0,3.0,2.0,5.0,10.0,3.0,QA Automation Engineer
5.0,2.0,6.0,4.0,5.0,6.6,7.601155244995063,7.505716981564259,6.0,6.0,4.0,4.0,2.0,3.0,2.0,6.0,6.0,9.386749815914708,3.0,3.0,6.0,4.0,2.0,4.0,2.0,5.0,6.0,2.0,6.0,10.0,2.0,QA Automation Engineer
5.0,6.0,6.0,2.0,4.0,8.3,8.68473722020784,5.375575486759329,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,9.337707289887966,5.0,2.0,3.0,6.0,4.0,4.0,5.0,3.0,6.0,2.0,4.0,10.0,3.0,QA Automation Engineer
5.0,4.0,3.0,5.0,4.0,7.3,7.6724751789690915,7.525436862720253,4.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,9.28590544961793,4.0,6.0,3.0,5.0,6.0,4.0,4.0,2.0,4.0,2.0,2.0,10.0,3.0,QA Automation Engineer
5.0,4.0,6.0,5.0,3.0,6.5,7.8286948590409775,7.563756431645642,5.0,5.0,2.0,3.0,6.0,3.0,6.0,3.0,6.0,10.0,2.0,3.0,6.0,3.0,3.0,2.0,5.0,6.0,6.0,6.0,6.0,8.662839732835018,4.0,QA Automation Engineer
6.0,6.0,3.0,4.0,4.0,7.6,6.7212697212134955,7.18096408892249,4.0,3.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,9.15157830765479,3.0,3.0,3.0,5.0,6.0,3.0,4.0,4.0,5.0,6.0,4.0,8.3676757000535,3.0,QA Automation Engineer
5.0,4.0,3.0,3.0,6.0,7.2,7.211045520667232,8.469373213355297,2.0,3.0,5.0,2.0,3.0,2.0,5.0,6.0,4.0,7.306825275897098,5.0,5.0,3.0,6.0,5.0,2.0,2.0,6.0,3.0,4.0,5.0,10.0,2.0,QA Automation Engineer
5.0,6.0,6.0,3.0,2.0,9.2,6.829550966776989,7.292682131934514,4.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,9.056455566542274,3.0,3.0,2.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,10.0,5.0,QA Automation Engineer
3.0,6.0,3.0,6.0,6.0,7.8,6.547695065732966,6.399121943094389,5.0,6.0,6.0,2.0,5.0,2.0,4.0,2.0,4.0,8.13638030865251,6.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,10.0,3.0,QA Automation Engineer
6.0,6.0,2.0,2.0,2.0,6.1,6.0357059820583485,5.971403905778767,5.0,4.0,3.0,2.0,2.0,2.0,4.0,6.0,4.0,10.0,3.0,2.0,3.0,4.0,6.0,3.0,6.0,5.0,3.0,5.0,5.0,9.121732037259997,6.0,QA Automation Engineer
2.0,3.0,5.0,5.0,5.0,9.4,5.639630815960199,7.258397041034818,6.0,4.0,5.0,6.0,2.0,6.0,3.0,5.0,3.0,9.078888558672897,6.0,3.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,2.0,10.0,5.0,QA Automation Engineer
6.0,2.0,2.0,4.0,2.0,9.4,7.379320949613501,7.198167339659985,5.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,9.291233044598465,6.0,4.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,10.0,5.0,QA Automation Engineer
2.0,5.0,6.0,6.0,6.0,9.3,7.132818393121412,6.712896144568723,3.0,5.0,2.0,4.0,3.0,6.0,4.0,3.0,4.0,7.499134400863358,2.0,4.0,5.0,4.0,2.0,5.0,2.0,6.0,2.0,2.0,4.0,10.0,5.0,QA Automation Engineer
5.0,6.0,2.0,2.0,2.0,8.3,7.101477335773925,7.664242856425236,4.0,4.0,5.0,3.0,4.0,2.0,5.0,6.0,2.0,8.712246096850782,2.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,2.0,6.0,10.0,6.0,QA Automation Engineer
